Gender,Age Group,Educational Degree Level,Major,Most Active Platform,Account Type,Type of Content,Number of Posts Created,Avg Time Spent on Platform (min/day),Number of Likes Given,Number of Likes Received,Number of Comments Made,Number of Comments Received,Number of Shares,Number of Followers,Number of Accounts Followed,Engagement Rate (%),Income in USD,Number of Views,Amount Invested in Advertising (USD)
Male,46-51,PhD,Engineering,Twitter,Other,Travel,78,200.4936965015067,213,247,50,70,33,1324.895726188527,122.04381543323615,48.1251282371572,45427.67862502364,4908,1776.715035107606
Female,34-38,MD,Business,Other,Influencer,Travel,89,99.43227409412826,217,248,59,64,19,2000.563776553303,225.3601376566241,71.05106495310913,46035.4109305474,4964,668.9320857712144
Other,34-38,PhD,Engineering,Other,Non-Profit,Singing,104,103.50077099600428,194,233,44,52,27,1943.401790558245,304.2095362270233,21.056365326257275,35696.10975512973,5018,2865.5456335324516
Other,13-19,High School,Social Sciences,Twitter,Other,Handmade Craft,107,143.89622062968613,204,257,47,49,32,1798.229436498709,210.12501207518963,73.88435092545264,11511.30383432542,4945,2046.3314768845778
Male,51+,PhD,Arts,TikTok,Business,Singing,111,126.22418710917978,192,233,66,67,37,1586.3888762596757,293.6225542579522,54.808861709304026,25065.371292768952,5044,710.7836687960994
Male,51+,High School,Engineering,Other,Personal,Educational,104,107.27513989568652,203,291,50,52,38,1438.0021116738951,286.42005692861795,9.601744028356329,45088.20753485491,5086,1457.0334389377867
Male,20-26,PhD,Business,LinkedIn,Personal,Travel,104,148.8113144621447,227,222,48,69,27,1264.8994107093783,453.58211969270616,55.728632700016725,44890.3276218895,4957,1401.1722891786771
Female,20-26,None,Science,YouTube,Business,Singing,98,118.76558505806634,216,266,66,61,45,1014.3406480769494,57.82642217449302,6.677613821248329,47950.42174191629,5164,2399.6403444335374
Male,46-51,None,Other,Twitter,Business,Other,112,118.55409817657835,195,284,47,71,31,1906.629783435481,308.735406861591,1.4307285046622042,34711.36546800801,5000,1790.5187852496147
Other,39-45,None,Arts,Facebook,Other,Other,117,126.91746922586672,205,236,55,57,35,1605.4807231384955,207.92600335582648,88.96276699072845,27271.09104705472,4956,2907.016185701984
Other,27-33,None,Science,LinkedIn,Business,Travel,101,67.97637931462984,203,236,50,66,32,1921.4630497383882,243.74824707176043,48.991611160449466,517.8789872164853,5032,805.0018019047338
Male,34-38,None,Engineering,YouTube,Non-Profit,Educational,102,72.20238024631692,197,264,45,65,24,1109.3588528853868,368.009268950011,54.32896550403248,42939.70926667891,5042,2433.504079976333
Male,39-45,None,Social Sciences,YouTube,Influencer,Animation,105,152.60686837760423,204,244,48,47,31,1098.4634565213416,351.8019255975622,27.99377716302669,28512.81861171676,5015,2354.2560316082822
Other,<12,High School,Social Sciences,Twitter,Business,Educational,94,99.69114987247487,199,246,59,55,33,1748.3098524578465,334.28155766330053,54.27447194574935,11193.331149484486,5010,1579.7962130298301
Female,34-38,MD,Business,YouTube,Business,Art-Drawing,91,116.01145955370914,193,273,59,61,29,361.26232561629035,174.2208617655154,16.886869214973277,41440.9206806197,5008,2254.6533830000403
Male,39-45,PhD,Social Sciences,Twitter,Non-Profit,Art-Drawing,90,168.3731590836878,203,250,53,58,39,235.58811570895978,418.61823494719965,74.56457973845251,51293.301894718286,5031,1963.2217493241628
Male,34-38,None,Arts,Other,Personal,Art-Drawing,94,117.36397632211246,199,288,60,61,25,2006.5735270131722,212.4249268772397,82.33491604038856,43009.0521847503,4819,3208.14756126505
Other,27-33,High School,Social Sciences,Instagram,Personal,Travel,109,113.69733557678516,216,241,51,62,30,1146.4060564911383,438.6390121317703,85.58757799192604,40123.83801664311,4993,2084.927687342873
Male,<12,High School,Business,LinkedIn,Other,Other,109,146.8823276848587,209,240,40,80,32,1596.519037337494,235.05889766706417,10.665271742793003,44001.06456782324,5096,3137.680686672443
Female,51+,High School,Other,TikTok,Non-Profit,Handmade Craft,114,102.05205250341422,189,242,46,54,27,1689.8243463906774,403.0831831578175,55.77544003447928,0.0,5113,2834.020711472209
Other,51+,MD,Engineering,Instagram,Influencer,Other,95,156.0878768784612,210,258,63,45,37,2017.5654317919311,310.17333548074623,80.87509698440329,55817.4186702617,5090,754.3777022906929
Male,27-33,PhD,Engineering,LinkedIn,Influencer,Handmade Craft,85,146.2667375830944,223,266,42,68,28,1280.017322932209,132.59649952424255,12.82164882123883,18123.94640789304,4986,1916.553124309779
Other,46-51,MD,Social Sciences,Twitter,Non-Profit,Handmade Craft,97,174.9099958592501,227,269,58,65,27,1307.3465891098326,264.45023518736446,9.952240817407665,19440.092814410964,4964,2832.04118514679
Male,<12,Bachelor,Science,LinkedIn,Influencer,Other,100,99.28970870168402,228,248,53,68,27,1192.2977493925537,470.23432306833234,81.6941998670021,22933.461554802405,4972,2244.3001299379766
Male,13-19,High School,Engineering,Other,Personal,Travel,107,161.0092393860724,209,245,45,55,26,1810.5506938711044,382.3452952966202,79.67360388912226,24648.530307140103,4960,2081.981663314225
Male,39-45,Bachelor,Other,Twitter,Influencer,Educational,100,136.6227632101178,200,275,62,63,32,1832.7472377104484,256.4905905594481,44.869313696346794,52506.1159529295,4908,2143.6811131354625
Female,<12,None,Social Sciences,Instagram,Influencer,Handmade Craft,103,80.23900848974935,205,220,51,64,41,2139.118461535955,430.36571644017647,10.971116886006483,38157.49750114546,5106,2606.6308069820843
Female,46-51,None,Business,Facebook,Non-Profit,Animation,96,42.11470726666032,202,253,47,68,33,876.7492134484729,328.18800583067025,51.61231573169517,19822.437393368607,4875,1612.9397928325316
Other,46-51,MD,Other,Facebook,Non-Profit,Other,113,96.05919353714012,204,257,54,79,30,2616.8812375488124,464.281579679002,39.48032000046662,22092.713136114166,5008,1713.6426475750172
Male,27-33,PhD,Social Sciences,LinkedIn,Influencer,Other,106,128.77043422037258,190,226,45,55,19,1343.7767866769927,292.07804461642854,51.854743104401265,67415.54561329845,5014,2838.6878116457665
Male,34-38,Bachelor,Other,Facebook,Business,Art-Drawing,105,133.12043797823424,186,225,53,67,34,1475.8213458373966,270.815062820361,43.98952020255826,35295.52989166349,4998,2208.2311462834623
Female,<12,PhD,Engineering,Twitter,Non-Profit,Educational,104,118.22756804144805,200,259,51,63,20,1581.7137056177587,398.8168889733023,56.851441339088915,23522.635793271078,5005,1823.8051137161456
Male,39-45,MD,Business,YouTube,Other,Art-Drawing,94,118.49611902230902,205,246,57,63,29,1044.6061084201153,325.19995101601876,72.71297185132939,5672.0064466582335,5016,2036.2542117463584
Female,<12,None,Social Sciences,Twitter,Other,Other,77,116.2201949969943,236,243,47,40,29,1294.1903332357126,355.7519072253115,77.48599036508585,4864.5874644422875,5033,2511.785500445832
Male,20-26,PhD,Arts,YouTube,Personal,Other,103,150.93651401215072,192,220,45,55,28,2230.3007338747307,213.74090376597957,64.89821982378442,13246.69089330138,5034,1982.2137415430248
Other,34-38,PhD,Business,Instagram,Influencer,Handmade Craft,107,76.91130905150786,218,228,42,63,23,2238.095139269823,417.1204269464791,19.89406150463927,31437.56816948137,4989,2159.6896423530725
Male,39-45,None,Arts,TikTok,Business,Educational,106,128.04869572602834,191,275,51,40,29,1602.5550343884,398.22874835973226,39.712302560511915,46641.20973223752,5055,285.6557366094178
Male,51+,Bachelor,Other,YouTube,Personal,Singing,122,95.31746172410875,199,252,40,47,23,2021.8935256217646,435.15520508614634,7.122402873572165,39241.11667637608,4972,2243.9286623481576
Female,39-45,None,Science,Facebook,Influencer,Animation,106,92.80376804827696,194,250,51,57,37,1705.4229130527083,164.02292094115774,45.16737280751715,47610.91569632362,4939,1870.1630493869952
Male,13-19,PhD,Business,Twitter,Non-Profit,Handmade Craft,96,155.28691691720508,206,249,46,65,17,1471.4247106664654,183.72783330943173,97.03394127248511,38486.61852287346,4994,2920.2357076984345
Male,27-33,Bachelor,Other,Instagram,Other,Other,122,90.50210769240172,220,249,50,51,42,1123.1204781269464,225.3130425763266,64.17307075910107,11612.3334019752,4975,1949.8125761723306
Female,13-19,Bachelor,Arts,Facebook,Business,Handmade Craft,91,115.81445298300414,199,247,39,66,32,1069.2724211633645,276.0656486518798,15.46125146634969,36372.841160734795,5061,3482.685930657617
Other,39-45,None,Engineering,Instagram,Other,Animation,109,178.75495205636983,182,242,46,67,36,1121.1555072017359,166.70512751569646,26.85776597754326,37014.345066472044,5029,2611.7495829319378
Other,34-38,PhD,Engineering,TikTok,Non-Profit,Other,104,145.14230904245025,186,250,63,56,26,2307.4285849340977,363.7281602352156,6.4573646302546805,28198.523206375492,4991,1255.8110658780706
Female,<12,MD,Science,Other,Influencer,Animation,104,106.35089061118866,223,266,58,61,30,1936.6187836788074,256.1717277875591,18.241389015196596,25410.365785775255,5042,765.6812869455175
Female,51+,PhD,Business,Twitter,Non-Profit,Singing,108,108.82880824782357,210,253,48,57,25,2220.4894854619724,425.5970737746884,48.78416434777778,27775.987165719238,4892,1917.3044811093737
Female,<12,High School,Business,LinkedIn,Non-Profit,Handmade Craft,104,83.18391304025121,204,281,59,57,26,1699.8396061777976,509.89154794682815,34.48563814286327,6803.740161386857,4954,2028.4561757814888
Female,34-38,MD,Business,Twitter,Other,Travel,97,159.01935726798155,198,270,42,75,33,1059.7518089704593,240.59484854367534,20.396231730876668,10017.531189058725,5036,302.4803208665826
Female,39-45,Bachelor,Other,TikTok,Business,Handmade Craft,86,150.34055423763203,219,256,58,43,25,1801.6606379251969,223.27054097505356,14.659841356285607,68126.48024806319,5022,1948.0226225759595
Other,46-51,MD,Science,Twitter,Non-Profit,Art-Drawing,100,140.59806821609342,221,262,50,72,18,2134.870660772796,374.72805557478597,65.6071116977206,11227.925191458457,5068,1670.930606345805
Other,<12,Bachelor,Business,LinkedIn,Other,Educational,89,143.90498834427416,177,238,54,59,27,1819.8757270542274,309.69751850684753,55.81023768728512,3500.8156674589045,5041,2201.1501644878363
Female,46-51,Bachelor,Other,YouTube,Business,Educational,81,96.7642617180773,181,248,51,50,34,841.6047205408638,336.9673049530579,84.26403122148679,19194.997045082164,4970,4017.34256571862
Male,<12,MD,Engineering,Instagram,Influencer,Art-Drawing,92,73.56262671792447,205,258,51,55,27,762.8785950847472,432.9394586747995,18.325288572775346,36886.926950599285,5064,330.16452010921466
Female,<12,Bachelor,Arts,LinkedIn,Influencer,Other,98,136.81621275911428,190,291,50,62,26,1818.1975833358374,272.83196553306476,84.79854599282461,38417.77862911811,4898,2944.793604876687
Male,51+,Bachelor,Other,Facebook,Personal,Educational,97,146.65673620864183,209,261,51,57,31,1343.7401000791783,193.42561518958672,57.79111725598561,14640.705816801797,4938,2485.6671754656795
Female,27-33,High School,Engineering,TikTok,Other,Animation,101,168.21140049380887,197,245,48,57,26,1656.1944707258322,176.9527757487076,26.622319397971562,31448.735020381195,5128,1503.0700692977337
Female,27-33,PhD,Engineering,YouTube,Business,Educational,111,113.97329381179713,205,261,53,48,31,1138.2528951375366,282.2675026226041,27.35531405685112,21830.912688514833,4926,2024.190203879403
Other,20-26,PhD,Arts,Facebook,Non-Profit,Educational,105,109.59746164259042,179,238,48,52,25,1563.369810826477,264.8137099104645,39.03803901438524,32854.38418488178,5063,2913.5818581457947
Male,13-19,High School,Engineering,Facebook,Influencer,Art-Drawing,102,112.82219385991633,192,251,48,58,33,949.8581166986654,386.4883119942433,46.012721666679425,25601.12179806489,5046,2111.2704367822985
Male,34-38,MD,Science,TikTok,Business,Other,95,140.12231476298663,199,241,60,51,26,1623.561199552757,439.2481468870347,8.250508473688267,19589.362554885345,5062,63.94649773162632
Other,34-38,None,Arts,YouTube,Other,Singing,91,111.5373215197426,190,234,51,62,24,1864.1721126654268,438.8546841099758,84.1999165666328,20263.025942510554,5030,2364.5897485006353
Other,34-38,None,Engineering,Other,Personal,Educational,69,118.4328273970998,190,253,49,67,26,1891.8724042771307,229.89184733558164,12.154106932419406,0.0,5070,2721.8895169854377
Other,20-26,None,Social Sciences,Facebook,Influencer,Travel,112,144.9315867371686,204,228,48,58,42,846.656837209676,219.67577614428762,48.345984302988164,26677.000468661856,4927,1586.6286697959667
Other,27-33,High School,Other,Facebook,Business,Educational,108,101.22491534298793,196,253,51,57,27,1734.476001058011,118.65684418264547,38.29682331909218,28853.46569942527,5159,2863.775260991741
Male,39-45,High School,Engineering,YouTube,Business,Singing,101,161.7346195626529,199,245,61,64,39,1206.206197811215,300.3026792765461,51.22870843119428,8872.539120328896,4894,2942.680399243436
Male,46-51,Bachelor,Science,Twitter,Business,Art-Drawing,104,138.99267021979728,202,233,43,63,25,2263.495697628794,388.4722901157747,88.7482517068172,24949.42018681069,5096,3305.651173992365
Female,51+,None,Business,Facebook,Other,Singing,116,64.27138111979053,205,269,56,57,29,1978.044563261982,229.33248211202874,98.90883398561063,26171.14311071312,4983,3003.101367153822
Female,46-51,MD,Engineering,Instagram,Other,Art-Drawing,107,104.53937410414905,202,259,44,52,26,1512.9280234365478,151.98507601604072,2.027137268275836,2197.854248286654,5095,4545.222767317227
Other,39-45,MD,Business,YouTube,Other,Animation,96,59.26969505381673,189,259,52,53,32,2591.013581340336,488.58287636997784,39.323943172519414,18426.999316624413,5016,3165.9770669319523
Other,51+,None,Social Sciences,Facebook,Non-Profit,Art-Drawing,92,114.09961805139599,235,258,47,75,31,1136.152462097939,229.48431269468378,81.76105309172435,17954.768413248315,4958,2169.9855790421916
Other,20-26,None,Engineering,TikTok,Business,Animation,95,105.05066687638393,206,253,39,52,29,1471.5063849423475,288.7640798732617,32.660288026197705,32696.08207103584,4797,2801.2135155127207
Female,39-45,None,Arts,LinkedIn,Influencer,Animation,118,145.04564277600565,218,252,48,56,28,1770.663276667443,253.3570458242338,64.90361759185217,48678.364383995155,4986,2131.6912243850265
Female,34-38,High School,Business,Instagram,Other,Art-Drawing,100,93.56944953133998,216,269,45,45,37,2517.243524143296,166.65895305137425,99.22592037664604,30708.211262979043,4931,1751.6554034641129
Female,13-19,High School,Social Sciences,LinkedIn,Other,Travel,106,131.6320500580347,206,234,44,55,27,2231.80519674927,390.18810014613626,64.67712888159438,47393.813606253054,4930,959.0349019932348
Female,<12,High School,Arts,LinkedIn,Business,Handmade Craft,95,137.065428284053,186,246,43,49,37,1900.8700867524485,125.10389147104459,11.119137762326892,26662.910365054868,4915,1880.7083895470907
Female,46-51,PhD,Arts,Facebook,Other,Art-Drawing,105,127.71584556684043,198,241,50,55,31,1061.2861930753795,412.4353540151643,84.29319569539857,35568.63313772411,4984,2895.701556367284
Female,27-33,MD,Arts,Instagram,Non-Profit,Educational,107,154.20370745317587,199,244,46,53,28,1060.5558316130312,326.80494658455814,96.66574372925297,31001.957186737563,4848,1198.0279081675485
Female,27-33,MD,Arts,Instagram,Non-Profit,Travel,94,182.04866552525627,215,241,49,61,29,1847.6930158368295,273.13131758264086,71.25084212988676,66171.58371060861,4970,2419.1913077599556
Other,20-26,Bachelor,Engineering,Twitter,Other,Travel,94,123.35825828097202,173,229,45,79,29,873.764251508833,274.803033445321,41.906809984307024,27714.734850882385,5083,1664.1398527585748
Other,51+,High School,Other,LinkedIn,Business,Educational,101,132.15538550671104,191,231,54,63,28,1660.182719916224,345.4273500247308,94.84001753454244,41737.17895285588,5064,2052.1588975400487
Other,27-33,PhD,Engineering,Instagram,Business,Handmade Craft,93,93.59169138503668,218,232,63,59,28,1902.1138497691263,235.7178585680702,96.85720150491983,33040.86004295067,4987,1996.0756111900598
Other,34-38,PhD,Engineering,Twitter,Business,Travel,103,89.41429757930273,174,267,51,57,28,761.1443403413373,317.6753381990091,93.51167434991574,46884.212281070744,5003,2247.4675119245953
Female,46-51,MD,Social Sciences,YouTube,Personal,Animation,97,151.01488950998186,220,246,53,54,35,1823.9294640937014,211.18373536256524,41.181900231008065,39482.21152561932,5024,4320.705258044072
Male,39-45,High School,Social Sciences,Twitter,Other,Handmade Craft,90,147.04576518310074,216,265,44,70,38,1947.941140268643,84.8979981462945,78.9707673968847,35111.097656910664,5048,1536.9979572135776
Female,34-38,Bachelor,Other,TikTok,Business,Other,86,89.11140377486211,185,253,46,54,25,1318.3594442853835,361.6990015045559,65.417935903406,12875.255054814752,5053,2021.8426304322288
Male,20-26,High School,Social Sciences,Other,Non-Profit,Educational,95,80.75338372471583,200,253,52,54,25,1421.6684325077265,543.7166278758975,17.970666588558682,14196.747352043176,4932,1844.534101386553
Other,34-38,None,Science,Facebook,Influencer,Handmade Craft,101,100.5378958595823,201,224,55,69,23,606.1823183641143,356.60560248227137,53.5514901677154,20757.993799788055,4973,558.6734607169528
Female,39-45,High School,Other,YouTube,Influencer,Art-Drawing,89,115.75866091697668,194,279,47,61,27,1445.1718009917167,295.2577819373035,74.76910091286369,25612.285150343512,5016,2919.1424123375327
Other,13-19,None,Social Sciences,Other,Business,Handmade Craft,80,107.72620774550268,182,257,50,77,17,737.1855577121553,260.3394636382844,89.59122759653094,31667.193733916698,5096,1226.3322347626345
Female,20-26,None,Other,Other,Influencer,Animation,118,124.81544604996758,214,247,43,72,25,1155.0225021041115,263.47381615810315,86.25983704065536,20794.0295541971,5006,3431.9245948545986
Other,13-19,Bachelor,Engineering,YouTube,Influencer,Art-Drawing,105,147.51187537117818,196,243,59,65,33,1298.8765668670128,260.33142112715007,15.46585001854821,341.97283118480846,5084,1275.29740646965
Male,<12,MD,Engineering,TikTok,Personal,Singing,113,133.86313136264815,196,262,48,49,39,922.0762061974934,319.8990912152134,48.803324648521084,45410.62891767612,5042,2443.099135018467
Male,13-19,High School,Other,Twitter,Non-Profit,Educational,98,136.0836299305237,219,236,41,61,27,876.5066519615328,61.36208690451045,47.8268629460785,36709.57114972803,5024,3791.888781618185
Male,<12,None,Science,Facebook,Non-Profit,Educational,107,46.45390816773367,199,270,55,54,41,901.0604108014866,43.97831923393164,89.87370618979223,30903.764783454633,5080,2513.444025351362
Female,<12,High School,Science,Twitter,Personal,Handmade Craft,92,71.58290939642752,218,252,56,53,26,2110.3560726085743,345.11950852769127,0.19373091368668494,48807.87479271617,4939,1470.5816943790787
Male,13-19,MD,Other,Instagram,Personal,Travel,89,96.10629577061827,208,247,50,66,31,1464.9762895195026,280.0866806278138,73.87135376269276,17945.083142428084,5088,1164.6978444167423
Female,20-26,MD,Social Sciences,Twitter,Influencer,Art-Drawing,103,101.05819055521481,197,248,40,65,33,2133.1689284494437,201.42404846730375,61.86415165462653,28036.501280690107,4979,0.0
Male,51+,PhD,Business,YouTube,Other,Singing,97,145.194835048177,196,245,43,71,28,1297.5719550392594,198.67562104476224,92.15714731765662,32393.14095157247,5022,1683.5035802188663
Male,39-45,MD,Science,Facebook,Influencer,Art-Drawing,115,93.63295705595606,189,250,48,59,32,1308.3059185391774,244.2290685975591,45.6917350331738,23772.459777546996,4994,636.7440331787016
Female,34-38,Bachelor,Arts,Twitter,Personal,Educational,101,140.00782984072106,193,254,55,56,32,1288.2251257237565,258.16533617622963,65.76722498755007,18065.041978077286,5013,2025.3758049445833
Female,34-38,None,Engineering,Facebook,Non-Profit,Art-Drawing,91,96.44682783581106,178,251,47,65,30,9.034043578262526,442.33450735829126,97.27470304215423,43121.54985193386,4815,1627.626837338716
Male,39-45,PhD,Other,Facebook,Influencer,Singing,99,83.97347137821554,197,225,50,53,34,1753.2747175009365,192.99456775946578,74.39037629159088,34260.13228698233,4852,2152.677557399707
Female,46-51,Bachelor,Arts,Instagram,Other,Travel,109,85.36651022868625,207,277,59,57,29,1446.5362025451197,376.39499073071465,6.738397412976738,39360.2415815015,4906,901.580718843933
Male,46-51,High School,Other,Instagram,Influencer,Handmade Craft,83,187.74799479867667,198,256,43,69,33,1525.7020242948945,359.0265254802732,16.753355097267452,17645.569803372404,4973,1525.8495427698374
Female,<12,None,Engineering,YouTube,Business,Animation,79,95.77905094470017,189,250,51,63,33,454.45978770656257,279.056896827401,82.1451102959748,42449.68273318477,4988,2572.6361064806183
Other,<12,MD,Engineering,TikTok,Influencer,Art-Drawing,101,140.72961626581022,204,241,50,68,28,1485.6848087695384,376.4985041763972,33.47955409736589,20650.931003247708,5027,2343.1954846423205
Other,20-26,None,Science,Other,Personal,Animation,103,73.25404710749399,217,258,43,45,24,1280.7241084233185,344.1671324096051,70.59181105982749,33708.29283390913,4964,212.60378251537463
Other,27-33,High School,Science,Facebook,Non-Profit,Educational,90,162.56787012536205,206,281,48,62,29,1562.81115532752,174.38233621111183,69.9823733343828,59693.82014659655,5031,2822.062656136931
Other,13-19,PhD,Arts,TikTok,Non-Profit,Handmade Craft,101,130.4712343519114,199,248,62,62,34,1462.035790551041,240.66680955559315,99.37005233882049,42781.1709951604,5005,967.770864057728
Other,<12,PhD,Other,Other,Personal,Other,109,128.21936606378662,217,223,37,47,25,1257.3028044530402,338.7772742217619,46.987272363634084,35088.28977023602,5029,481.6644007316445
Male,34-38,PhD,Engineering,Other,Business,Handmade Craft,82,132.41481969429958,221,244,43,65,26,1781.5567635896616,240.20065436953,73.78323605059232,50257.43625920997,5001,1789.3458240345715
Other,20-26,MD,Arts,YouTube,Personal,Art-Drawing,107,135.71999173336053,200,240,51,58,30,2012.348202053116,361.07468718442357,4.875287728610234,21455.081279718426,5010,4429.261958841051
Other,13-19,Bachelor,Business,Other,Influencer,Travel,110,144.2720177653464,209,221,51,54,26,1296.1015558984998,416.2525640904997,46.25910206930885,37359.68310559475,4952,1675.9968109062393
Other,20-26,Bachelor,Arts,Other,Personal,Handmade Craft,118,102.02707745372916,191,256,65,60,28,775.8220358896349,297.2858803009898,18.668154481713096,17522.22654322616,4922,2108.052393271961
Other,13-19,None,Social Sciences,Facebook,Personal,Art-Drawing,81,100.27235118683633,219,243,62,58,30,808.7307803832492,239.41275972497695,84.05715517131769,24573.798702539923,5165,2695.6723272871127
Female,13-19,MD,Arts,Facebook,Business,Art-Drawing,103,121.47671634144203,205,273,56,63,22,1711.4125693631515,228.0377448814032,83.9908332016071,53860.74295284237,5177,1139.4032508238972
Male,39-45,PhD,Social Sciences,LinkedIn,Influencer,Animation,97,140.53283281254926,207,276,54,59,28,2147.906587931624,263.5675618979396,23.63644207056953,34104.96677239447,4861,2316.5115750031873
Other,<12,PhD,Social Sciences,TikTok,Other,Handmade Craft,91,118.00033571332533,196,237,50,61,21,593.200735267995,256.57747672144274,31.82851531164682,51107.49458224557,5078,1182.192620682944
Other,51+,High School,Social Sciences,Twitter,Other,Art-Drawing,106,143.2170538739731,195,288,52,50,31,991.0685292433768,386.4027407979561,70.24777844603521,28460.884696141133,4872,2561.6308041611483
Other,20-26,High School,Business,Instagram,Non-Profit,Animation,100,138.53510348105752,206,253,36,59,27,1333.7489952407414,241.35286571186955,73.8265923412267,48312.038966103864,4927,2405.270719134339
Male,51+,PhD,Arts,Twitter,Personal,Singing,107,113.4905021575192,243,245,51,65,27,479.8852504573024,282.4242030113399,65.76316021143738,30775.905170437956,4952,2315.772476241073
Female,20-26,PhD,Arts,TikTok,Non-Profit,Other,115,67.58460090657451,194,252,44,55,27,1451.6685891176046,377.970857598932,99.66946375261612,32006.75647961404,4985,2174.7107166567034
Male,39-45,MD,Business,Instagram,Business,Animation,90,104.89416163938266,190,258,44,66,26,1681.560399167517,267.0012979184386,86.8683211985112,30362.87243304768,5064,4014.9634105027353
Female,34-38,Bachelor,Engineering,Twitter,Other,Animation,97,172.28391701429024,193,256,52,71,29,1739.8991619984852,255.5790625924093,41.705888075252254,35408.61228482224,5074,2237.6144401777333
Other,51+,High School,Science,LinkedIn,Personal,Art-Drawing,102,130.20178952117098,200,246,48,63,30,1300.1072438704796,387.1335184248718,32.69767215418836,26116.962669637534,4971,2532.149437157837
Other,34-38,Bachelor,Arts,Instagram,Business,Educational,88,100.81349606189723,211,241,53,61,27,1321.7669986998092,416.0005501332889,59.68497479960805,9163.609437740804,5104,2369.3256164464783
Male,46-51,MD,Science,Facebook,Business,Educational,107,127.51954732823698,192,246,58,62,36,989.3662363443183,303.83692970675156,81.76363358335038,29464.35048713416,5012,998.9740967383491
Male,<12,PhD,Other,Twitter,Personal,Travel,96,140.29932204983405,207,241,47,65,37,614.3638921402984,466.07008791232886,47.53434737365529,31986.113079641753,4962,1231.3084482146369
Female,<12,Bachelor,Other,Instagram,Business,Educational,97,100.828031716451,221,254,50,49,31,1406.2457137347556,316.5752611852368,73.76926068316395,54522.996531526354,4998,916.2745717335806
Female,27-33,PhD,Business,LinkedIn,Personal,Animation,94,157.0615168236569,187,240,48,64,39,1704.17231537201,387.6333562288382,1.9160039506042392,0.0,4994,1217.409950574128
Male,39-45,PhD,Other,Other,Personal,Travel,119,134.87094063490952,192,245,54,57,29,1508.0092494064716,495.50077258971714,92.58401082981041,54260.301012646516,5082,1493.4100274288437
Female,34-38,None,Other,Instagram,Influencer,Art-Drawing,109,87.00273680482981,225,258,59,52,25,2054.5149472650546,237.13317603333047,77.38347275154524,45723.99058365982,5024,1798.1139876681143
Male,13-19,Bachelor,Engineering,Instagram,Non-Profit,Handmade Craft,104,145.6909885962712,194,258,41,65,24,1672.6935904453899,247.86743214181072,39.41900867641329,40284.24363319279,5010,1786.3838944510303
Female,20-26,Bachelor,Engineering,LinkedIn,Business,Other,102,107.71159845606914,205,240,54,54,32,1829.7524146779444,379.9416900237484,38.40123255192921,32313.743447787532,4961,2576.279282538832
Male,<12,PhD,Engineering,Other,Business,Other,101,114.62608721083184,209,229,51,52,29,1583.8516834874706,283.94147210412046,10.288680774850533,14695.487191454802,5057,3350.5356515561944
Male,51+,MD,Other,Twitter,Influencer,Animation,76,89.52093909095666,168,252,64,63,24,2429.579860062059,205.90682498567782,81.61537238825284,59262.24763042311,4984,3143.0234362484603
Male,20-26,None,Business,YouTube,Influencer,Animation,113,138.94339238069492,214,241,42,53,30,1255.087600167077,265.0824698110546,76.86295092571844,48519.62868325176,4993,2278.3040507707847
Female,20-26,PhD,Social Sciences,Twitter,Influencer,Travel,101,115.53404319913736,211,232,59,62,32,1839.385578326724,158.52359849382677,63.024970753561625,33761.66800093684,5041,1169.368456334839
Female,27-33,High School,Social Sciences,Other,Other,Art-Drawing,94,140.2127086350183,207,226,58,59,26,1623.9016740071606,302.4618194075417,10.145647214403454,34284.977146576326,5083,3049.28941829851
Female,34-38,High School,Science,TikTok,Other,Singing,91,103.47052832803291,206,225,60,60,24,1869.0088754086992,316.3091982468799,26.23413656370708,28367.77210391134,4983,1449.3271590362333
Male,<12,None,Social Sciences,LinkedIn,Other,Animation,110,100.03790136389765,203,224,55,52,20,1666.7540233779869,408.49380426391656,45.89144732646183,38915.97964531611,4907,2434.4438068220475
Female,20-26,MD,Social Sciences,Twitter,Personal,Singing,93,97.60688785206749,215,221,60,59,30,1478.8039168780153,418.04985618607265,26.597194376422596,29334.681838611425,4956,2281.293776408908
Female,<12,PhD,Engineering,Instagram,Business,Singing,99,131.88096538628784,202,259,58,59,31,1689.1121393332648,268.2764349787391,43.39739231529036,34618.52356665174,4913,938.5752836059498
Male,13-19,Bachelor,Engineering,LinkedIn,Non-Profit,Educational,96,99.5895052649179,189,258,41,68,36,1751.676374241128,510.7593136785673,22.595754063765227,36569.978871477804,5130,1474.124924272482
Other,27-33,None,Other,Facebook,Personal,Art-Drawing,96,113.9066205382076,214,249,49,65,20,1816.812638961571,192.61368221642536,34.96005038060167,66454.55120296951,5084,2513.121574132382
Male,13-19,MD,Science,Other,Business,Other,65,104.44719038081004,194,224,50,66,29,2231.6432154219574,159.99380288922256,65.22968835966276,16347.248980271988,5012,1847.2042299532047
Female,<12,Bachelor,Arts,Twitter,Business,Other,91,133.20251774693028,209,250,58,56,33,1596.84292336742,175.78480309584813,89.2361080779695,32399.61735378014,5127,4912.281146582346
Male,46-51,High School,Science,LinkedIn,Influencer,Singing,112,67.94092660187066,167,249,46,46,37,951.3127090534999,182.87189793884926,38.503068123282524,48411.67813671919,5108,1554.8274885109108
